pair,family,state,truth,prediction,correct,abstain,observability,effective_observability
139,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
139,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
140,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
140,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
141,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
141,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
142,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
142,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
143,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
143,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
144,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
144,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
145,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
145,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
146,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
146,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
147,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
147,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
148,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
148,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
149,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
149,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
150,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
150,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
151,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
151,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
152,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
152,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
153,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
153,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
154,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
154,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
155,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
155,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
156,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
156,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
157,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
157,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
158,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
158,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
159,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
159,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
160,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
160,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
161,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
161,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
162,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
162,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
163,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
163,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
164,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
164,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
165,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
165,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
166,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
166,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
167,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
167,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
168,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
168,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
169,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
169,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
170,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
170,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
171,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
171,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
172,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
172,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
173,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
173,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
174,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
174,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
175,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
175,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
176,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
176,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
177,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
177,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
178,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
178,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
179,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
179,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
180,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
180,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
181,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
181,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
182,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
182,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
183,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
183,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
184,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
184,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
185,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
185,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
186,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
186,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
187,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
187,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
188,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
188,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
189,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
189,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
190,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
190,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
191,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
191,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
192,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
192,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
193,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
193,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
194,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
194,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
195,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
195,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
196,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
196,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
197,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
197,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
198,unauthorized_delegation,critical_channel_removed,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999093758,0.0
198,unauthorized_delegation,complete_evidence,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
199,human_override,critical_channel_removed,operator,NOT_IDENTIFIABLE,0,1,0.9999999891031871,0.0
199,human_override,complete_evidence,operator,operator,1,0,0.9999999999117193,0.9999999999117193
