removed,family,truth,prediction,correct,abstain,observability,effective_observability
identity,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999865786007133,0.0
identity,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999984746141,0.0
identity,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999865786007133,0.0
identity,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999984746141,0.0
identity,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999865786007133,0.0
identity,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
model_version,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
model_version,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
model_version,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
model_version,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
model_version,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,multi_agent_chain,operator,operator,1,0,0.999962437387764,0.999962437387764
model_version,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
model_version,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
model_version,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
model_version,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
model_version,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,multi_agent_chain,operator,operator,1,0,0.999962437387764,0.999962437387764
model_version,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
model_version,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
model_version,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
model_version,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
model_version,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,multi_agent_chain,operator,operator,1,0,0.999962437387764,0.999962437387764
model_version,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
model_version,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
model_version,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
model_version,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
model_version,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,multi_agent_chain,operator,operator,1,0,0.999962437387764,0.999962437387764
model_version,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
model_version,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
model_version,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
model_version,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
model_version,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
model_version,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
model_version,multi_agent_chain,operator,operator,1,0,0.999962437387764,0.999962437387764
model_version,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
